Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Chemical_and_Genetic_pertubation	BERENJENO_TRANSFORMED_BY_RHOA_UP	539	86	0.0008613828179081925	0.022395953265613004	STMN1:SNRNP40:SLC2A1:AK4:PRDX6:LBR:CISD1:PDLIM1:BUB3:PSMD13:PSMA1:PSMA1:LDHA:ARL14EP:CDCA5:BANF1:TAF1D:TAGLN:FOXM1:RAD51AP1:GAPDH:TPI1:EMG1:CDK8:ESD:PSMB5:CFL2:NFKBIA:EIF2S1:CDCA4:EIF3J:CIB1:SNRPA1:POLR3K:COQ7:CDR2:SEPHS2:CMTR2:FAM64A:ADORA2B:CENPV:SPECC1:LRRC59:TOM1L1:KPNA2:TK1:CENPA:FAM136A:LRRFIP1:PCNA:NXT1:RPRD1B:MYBL2:PSMA7:SNRPD3:SLC35E4:NUP50:GTSE1:MRPS25:HIGD1A:GBE1:FAM162A:C4orf3:CLCN3:HMGB2:SAP30:DHFR:ELL2:NHP2:LSM2:PFDN6:KIFC1:MRPS10:VEGFA:CASP8AP2:ZNRF2:GGCT:DNAJC2:TES:NAA38:BPGM:PKIA:RCL1:C9orf40:CKS2:TXN:TIMM8A	http://www.gsea-msigdb.org/gsea/msigdb/cards/BERENJENO_TRANSFORMED_BY_RHOA_UP
Chemical_and_Genetic_pertubation	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP	1285	183	0.000907659437035739	0.02341477703978133	APITD1:E2F2:SRSF10:SNRNP40:NSUN4:CMPK1:OMA1:ITGB3BP:ANKRD13C:CRYZ:TMED5:SLC16A1:NRAS:RNF115:ANP32E:SNAPIN:ARPC5:TSEN15:FBXO28:CNIH4:COA6:HNRNPU-AS1:HNRNPU:GDI2:NUDT5:HNRNPF:ZWINT:PPIF:GHITM:NANOS1:PRDX3:PSMD13:APIP:LRRC4C:SLC3A2:CDCA5:C11orf82:FDX1:SLC37A4:FOXM1:RHNO1:CCND2:RAD51AP1:LOH12CR1:YEATS4:C12orf29:TMTC3:UBE2N:HMGB1:USPL1:GPALPP1:ESD:DLEU2:MZT1:CHAMP1:GCH1:OTX2:EXOC5:MPP5:ARG2:MED6:CALM1:BAG5:CDCA4:SORD:GABPB1:SNAPC5:FEM1B:FBXO22:AEN:SNRPA1:RPS2:GDE1:CDR2:PLK1:NUDT21:NIP7:CYB5B:UBE2G1:C1QBP:MIS12:FAM64A:EIF5A:CENPV:ALKBH5:TEFM:SLFN11:PSMC3IP:CCDC43:SRSF1:SKA2:PRR11:KPNA2:TK1:METTL4:ABHD3:MIB1:SKA1:RNF126:ZNF93:ZNF507:ZNF850:SLC1A5:CENPA:TRMT61B:SLC1A4:SNRNP27:PCBP1:TPRKB:MRPL19:GCFC2:CKAP2L:SPOPL:ARL6IP6:WDSUB1:HMGB1P4:METTL8:HNRNPA3:ORMDL1:C2orf69:METTL21A:PECR:NOP56:PCNA:TRMT6:MCM8:NANP:EIF2S2:MYBL2:CBR3:CRKL:NOL12:NUP50:GTSE1:TRMU:DPH3:HIGD1A:SYNPR:NAA50:FAM162A:MBD4:SERP1:PPP1R2:PAK2:RHOH:PAICS:HNRNPDL:HADH:EXOSC9:C4orf46:HMGB2:BRIX1:DEPDC1B:DIMT1:GTF2H2:GFM2:DHFR:ISOC1:PANK3:TUBB2A:SNRNP48:NOL7:MCUR1:MRPS10:VEGFA:PTP4A1:MTO1:CASP8AP2:GRIK2:ACTB:MPP6:OSBPL3:ZNF107:CAV2:PINX1:MRPL15:TMEM70:SLC25A32:C9orf40:TMEM38B:CDK9:PRPS2:TXLNG:AMMECR1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP
Chemical_and_Genetic_pertubation	JIANG_AGING_CEREBRAL_CORTEX_UP	29	10	0.0009524369859157919	0.02437943354646469	VIM:RPS24:FKBP3:PAFAH1B1:C1QBP:GADD45B:UBE2E1:PREP:MARCKS:ACTB	http://www.gsea-msigdb.org/gsea/msigdb/cards/JIANG_AGING_CEREBRAL_CORTEX_UP
Chemical_and_Genetic_pertubation	NUYTTEN_EZH2_TARGETS_DN	1013	148	0.0009663963503470777	0.02447088326505112	APITD1:E2F2:TCEANC2:OMA1:ITGB3BP:ZNF326:RPL5:RBM8A:C1orf56:PBXIP1:RASSF5:LPGAT1:LBR:C1orf198:IRF2BP2:ZWINT:TFAM:EIF4EBP2:PDZD8:FAM204A:NANOS1:ACADSB:BUB3:RNF141:NUDT22:CDCA5:BANF1:MRPL11:C11orf24:RPS3:C11orf82:SPA17:FOXM1:RAD51AP1:MAGOHB:CREBL2:GOLT1B:ORMDL2:ISCU:USP12:HMGB1:COMMD6:RAP2A:ZNF839:DPH6:EIF3J:BLOC1S6:DTWD1:SNAPC5:FAM103A1:RPS15A:CDR2:UBFD1:PLK1:PAGR1:PAGR1:NUDT21:ACD:PARD6A:CYB5B:RPL13:RPAIN:FAM64A:ALKBH5:CASC3:TMEM99:DYNLL2:SKA2:PRR11:LIMD2:KCTD2:MIF4GD:SMIM7:OCEL1:NR2C2AP:ZNF493:ATP5SL:RPL18:BCL2L12:CENPA:GEMIN6:EPCAM:SERTAD2:C2orf15:C2ORF15:CKAP2L:WDR33:ARL6IP6:HNRNPA3:MFSD6:C2orf69:MCM8:NXT1:UBE2C:PCMTD2:IFT27:GTSE1:CERK:RPL15:TWF2:CCDC14:GOLIM4:TMEM41A:PAK2:TNIP2:PTTG2:RPL34:SLC7A11:HMGB2:DEPDC1B:ZCCHC9:PJA2:ISOC1:MED7:FAM8A1:ACOT13:MRPS18B:GPANK1:RPS18:KIFC1:FANCE:KLHDC3:SRF:SLC35B2:PDSS2:AIG1:NUP43:RPA3:LSM5:PURB:PSPH:TRIM4:MDFIC:IRF5:C7orf49:ENTPD4:LEPROTL1:RMDN1:PPAPDC2:RPS6:CAAP1:C9orf40:AUH:WDR34:RPL7A:PPP1R26:PRPS2:RPS4X:VMA21:GDI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/NUYTTEN_EZH2_TARGETS_DN
Chemical_and_Genetic_pertubation	BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	39	12	0.0009708315286861589	0.02447088326505112	AK4:ANP32E:RSU1:IFITM3:RCN1:GAPDH:FKBP3:BCL2:NDUFV3:HIGD1A:BNIP3L:OSTF1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN
Chemical_and_Genetic_pertubation	RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_DN	247	45	0.0010422560830160876	0.026072193834235768	RUNX3:CRYZ:FAM69A:CD58:ENSA:CD84:SLAMF1:IER5:TROVE2:TRAF5:BATF3:GPR137B:CELF2:DUSP5:CREBL2:TUBA1C:BTG1:ARGLU1:CRIP1:CRIP1:HERPUD1:CCL22:CCL13:CCR7:GADD45B:TRIP10:ICAM3:MOB1A:GLS:STK17B:ARL6IP5:FILIP1L:CD80:LAMP3:TNIP2:NREP:TNFAIP8:C6orf48:MARCKS:HEBP2:RAB11FIP1:ZHX2:PTP4A3:TXN:TRAF1:CLIC2	http://www.gsea-msigdb.org/gsea/msigdb/cards/RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_DN
Chemical_and_Genetic_pertubation	WANG_RECURRENT_LIVER_CANCER_DN	16	7	0.0011250470728059777	0.027745598871461715	GCH1:SPACA3:ID2:ELL2:SAR1B:PTP4A1:INSIG1	http://www.gsea-msigdb.org/gsea/msigdb/cards/WANG_RECURRENT_LIVER_CANCER_DN
Chemical_and_Genetic_pertubation	FERNANDEZ_BOUND_BY_MYC	180	35	0.0011259570711011115	0.027745598871461715	STMN1:NRAS:LBR:PTEN:AMPD3:GSTP1:FOXM1:HERPUD1:CFDP1:EIF4A1:RPL19:BCL2:UBA52:CEBPA:ZNF146:BBC3:ID2:INSM1:CST5:MYBL2:ACO2:VHL:ARF4:CLDND1:EIF5A2:PAICS:HNRNPDL:SRD5A1:IL13:HNRNPA2B1:RPS6:TXN:PDHA1:ELK1:RBM3	http://www.gsea-msigdb.org/gsea/msigdb/cards/FERNANDEZ_BOUND_BY_MYC
Chemical_and_Genetic_pertubation	DIRMEIER_LMP1_RESPONSE_LATE_UP	56	15	0.0011935861982396	0.029194234271015997	RUNX3:CD58:RHOG:CRIP1:CRIP1:CCL22:TRIP10:RPS28:CD40:TNIP1:TUBB2A:MARCKS:POM121:MDFIC:IRF5:TRAF1	http://www.gsea-msigdb.org/gsea/msigdb/cards/DIRMEIER_LMP1_RESPONSE_LATE_UP
Chemical_and_Genetic_pertubation	VANOEVELEN_MYOGENESIS_SIN3A_TARGETS	215	40	0.0012755103157109828	0.030718508898573672	HAX1:BLZF1:RPP38:ZNF248:RPS24:RCN1:MSANTD4:RAD51AP1:LPCAT3:MZT1:UCHL3:FBXL8:SLC7A6OS:CTU2:C17orf80:SLC39A3:RPS9:RNF181:COA5:BCL2L11:OLA1:ING5:TRMT6:RAE1:MED15:SUCLG2:SLC35A5:ST6GAL1:CLCN3:MRPS36:TBCA:PPP1R11:GPANK1:C6orf226:RALA:ARPC1B:POP7:ZBTB5:TAB3:EDA2R	http://www.gsea-msigdb.org/gsea/msigdb/cards/VANOEVELEN_MYOGENESIS_SIN3A_TARGETS
Chemical_and_Genetic_pertubation	KIM_LRRC3B_TARGETS	30	10	0.0012838141211396628	0.030718508898573672	ISG15:IFITM2:OAS2:PSME2:GM2A:HLA-A:HLA-B:HLA-DPB1:TAPBP:EEF1A1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KIM_LRRC3B_TARGETS
Chemical_and_Genetic_pertubation	TIEN_INTESTINE_PROBIOTICS_2HR_UP	30	10	0.0012838141211396628	0.030718508898573672	GAPDH:NAP1L1:RPLP0:EIF5A:KDELR1:LRRFIP1:MMP24-AS1:RPS3A:EEF1A1:RPS6	http://www.gsea-msigdb.org/gsea/msigdb/cards/TIEN_INTESTINE_PROBIOTICS_2HR_UP
Chemical_and_Genetic_pertubation	MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP	229	42	0.0013112270018822531	0.03078998411154818	AK4:USF1:NUDT5:USMG5:BNIP3:IFITM3:RNF169:C11orf82:TAGLN:C12orf73:RAP2A:MNAT1:CHAC1:AEN:SYNM:DYNLL2:PIGF:LRRFIP1:HIGD1A:GBE1:FAM162A:COMMD2:RAP2B:RPL34:CLCN3:SAP30:RPS18:KIFC1:FOXO3:FABP7:RPS12:SOSTDC1:POM121C:NAMPT:BNIP3L:TP53INP1:NDUFB9:PTP4A3:NR6A1:EIF2S3:EDA2R:CXorf40A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP
Chemical_and_Genetic_pertubation	MOOTHA_PGC	421	69	0.0013118645901011577	0.03078998411154818	NDUFS5:S100A13:TIMM17A:MAPKAPK2:LPGAT1:ZNF33B:ZNF33B:CISD1:GHITM:SCD:PRDX3:LDHA:MTCH2:MRPL11:FDX1:FOXM1:GAPDH:TPI1:PSMB5:PSMA6:GCH1:MPP5:SPTLC2:MKRN3:NOP10:ARIH1:MRPS34:CX3CL1:PSMB10:FXR2:ANKRD40:CLPP:GCDH:MRPS12:TNNI3:ID2:PPM1G:VAMP8:DBI:SH3BGR:BID:COMT:LRP5L:ACO2:TWF2:POPDC2:FAM162A:NDUFB5:AMACR:CKMT2:COX7C:GLRX:SAR1B:FARS2:ACOT13:MRPS18B:VEGFA:RPA3:MRPS17:MRPS17:NAA38:CNOT7:BNIP3L:MRPL15:UQCRB:NDUFB6:ISCA1:CKS2:NDUFA8:PDHA1:TIMM8A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MOOTHA_PGC
Chemical_and_Genetic_pertubation	MARSON_BOUND_BY_E2F4_UNSTIMULATED	682	104	0.0013147752149389137	0.03078998411154818	C1orf159:SRSF10:MMACHC:TXNDC12:PARS2:ITGB3BP:ANP32E:BLZF1:IER5:TSEN15:PPP1R15B:NSL1:TATDN3:CHML:LINC00610:COMMD9:CDCA5:VPS26B:RAD51AP1:MAGOHB:RECQL:GOLT1B:AAAS:NABP2:ISCU:MZT1:FKBP3:C15orf57:PLEKHO2:SNAPC5:RPL4:IMP3:FAM103A1:GDE1:PLK1:SIAH1:ACD:DERL2:MIS12:FAM64A:SMCR8:PSMC3IP:ARL17B:SKA2:PRR11:KPNA2:KCTD2:ATP5H:RAB12:SKA1:TNFAIP8L1:MRPS12:PAK4:PLEKHG2:CTB-60E11.4:TTC32:CENPA:SPDYA:GEMIN6:PIGF:FANCL:CKAP2L:TRMT6:MCM8:NXT1:RPRD1B:SRSF6:MYBL2:UBE2C:IFT27:NUP50:GTSE1:PAICS:BRIX1:DEPDC1B:PPWD1:DHFR:TMEM167A:PCDHGC5:MXD3:NHP2:SNRNP48:HIST1H4H:HIST1H2BJ:TRIM27:GPANK1:LY6G5B:LSM2:PSMB9:KIFC1:C6orf89:MB21D1:MTO1:CASP8AP2:SLC16A10:HNRNPA2B1:CBX3:LSM5:POP7:CALU:XRCC2:MCPH1:LRRC14:NOL8:PDZD11:TIMM8A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MARSON_BOUND_BY_E2F4_UNSTIMULATED
Chemical_and_Genetic_pertubation	CHANDRAN_METASTASIS_UP	202	38	0.0013475996221373404	0.0313364362837852	AK4:SLC16A1:ZNF281:NEAT1:SUV420H1:TAF1D:FOXM1:IFFO1:MAGOHB:PCBP2:KLHL28:SEL1L:EIF5:GABPB1-AS1:UBFD1:UBE2Z:RAB12:BCL2:ZBTB7A:WDFY1:LINC00205:LRRC58:FBXO45:PAICS:UGT2B15:PDLIM5:RPL37:GUSBP3:HIST1H3H:VEGFA:AIG1:RALA:PVT1:SPIN1:NOL8:SDCCAG3:CXorf24:AR	http://www.gsea-msigdb.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_UP
Chemical_and_Genetic_pertubation	NUYTTEN_NIPP1_TARGETS_UP	759	114	0.0013679182945901909	0.0315864769841735	ISG15:THEMIS2:TXNDC12:CRYZ:DNAJB4:SAMD13:TMED5:HIST2H2BE:TIMM17A:TATDN3:CNIH4:ARV1:COA6:RSU1:PCBD1:IFIT5:SMNDC1:BNIP3:TMEM80:CYP2R1:ENDOD1:DCUN1D5:FDX1:PAFAH1B2:TBRG1:AEBP2:LYRM5:BBS10:C12orf29:OAS2:N4BP2L2:EPSTI1:MED4:THSD1:ARGLU1:SPTSSA:GMFB:CHURC1:EIF2S1:BTBD7:DET1:CHSY1:PAFAH1B1:C17orf75:PCTP:POLG2:SKA1:C19orf66:ZNF507:ZNF765:ZNF550:ID2:PIGF:AHSA2:MOB1A:UNC50:CCNT2:LYPD6:DUSP19:GLS:PDE6D:ZNFX1:SALL4:CLDN14:SH3BGR:MX2:MX1:APOL2:CDPF1:MRPS25:TMEM158:MAATS1:PARP9:RNF7:KCNMB3:NDUFB5:LAMP3:FYTTD1:KCTD8:USP46:PPM1K:C4orf33:IL15:NPY2R:ETFDH:SRD5A1:GFM2:PAPD4:ZCCHC9:COX7C:ELL2:NREP:SLC22A5:EGR1:LSM11:TRIM38:HIST1H2BJ:BCKDHB:RNF146:KIAA0408:TBPL1:TMEM106B:JAZF1:GATAD1:METTL2B:TMEM140:ZC3HAV1:PPP3CC:TMEM64:TATDN1:ZDHHC21:DYNLT3:SPIN4:ARMCX3	http://www.gsea-msigdb.org/gsea/msigdb/cards/NUYTTEN_NIPP1_TARGETS_UP
Chemical_and_Genetic_pertubation	RASHI_RESPONSE_TO_IONIZING_RADIATION_6	86	20	0.0014002465757488372	0.03188699443532869	EIF4EBP2:UNC93B1:RAD51AP1:IGHM:IGHV1-2:IGHV1-18:IGHV3-43:ZCCHC3:AL034548.1:IGLV4-3:RRP7A:RHOH:CXCL13:BRIX1:UBD:PSMB9:IKZF1:MSC:TMEM70:PTP4A3:C9orf40	http://www.gsea-msigdb.org/gsea/msigdb/cards/RASHI_RESPONSE_TO_IONIZING_RADIATION_6
Chemical_and_Genetic_pertubation	COLDREN_GEFITINIB_RESISTANCE_UP	86	20	0.0014002465757488372	0.03188699443532869	GAS5:TRAF5:PPIF:COX15:JAM3:NAP1L1:IKBIP:SACS:C16orf45:COPRS:POLRMT:MFSD12:CEBPG:RHOQ:TMEM158:NXPE3:FBXO30:ALDH1B1:NOL8:PDHA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/COLDREN_GEFITINIB_RESISTANCE_UP
Chemical_and_Genetic_pertubation	DOUGLAS_BMI1_TARGETS_DN	314	54	0.0014202155238125574	0.032120216846774415	GOLPH3L:PBXIP1:MR1:TROVE2:SDE2:GPR137B:IFIT3:PANK1:COX15:NHLRC2:UROS:TAF10:RNF141:CREBL2:GPRC5A:GOLT1B:TSPAN31:SLC35E3:TDG:KLHL28:ADAL:IREB2:AMDHD2:IL32:C16orf58:MIF4GD:B4GALT6:C18orf25:ELAVL1:MPV17:TIGD1:RPRD1B:PCMTD2:RARB:NGLY1:SNRK:RNF168:SMIM14:PARM1:SLC7A11:SLC10A7:CLCN3:BTN3A1:PSMB9:GRIK2:RPS12:ZDHHC4:STYXL1:BPGM:INSIG1:PCMTD1:PAG1:TOR1B:CLIC2	http://www.gsea-msigdb.org/gsea/msigdb/cards/DOUGLAS_BMI1_TARGETS_DN
Chemical_and_Genetic_pertubation	TONG_INTERACT_WITH_PTTG1	57	15	0.0014512804671095072	0.03236290166767178	AEBP2:RPS26:RPL41:ARL6IP4:FAM64A:CNP:RPS15:RPL31:EIF2S2:NHP2:TRIM41:ATAT1:TBPL1:C7orf50:ARPC1B	http://www.gsea-msigdb.org/gsea/msigdb/cards/TONG_INTERACT_WITH_PTTG1
Chemical_and_Genetic_pertubation	GENTILE_UV_HIGH_DOSE_DN	286	50	0.0014558763280529785	0.03236290166767178	ISG15:E2F2:SNRNP40:SLC25A44:LBR:ZBTB18:DUSP5:EMG1:CTDSP2:UBE2N:SNRNP35:CDK8:BNIP2:CHSY1:THUMPD1:CDR2:SIAH1:HERPUD1:PAFAH1B1:UBE2G1:KPNA2:TRIP10:NR2F6:ZNF146:FBXO46:ID2:CENPA:ZFP36L2:SERTAD2:ZNF217:BACH1:IFNGR2:CRKL:RYBP:FILIP1L:SIAH2:TIPARP:PCGF3:PGRMC2:HMGB2:TNFAIP8:CLINT1:EEF1E1:LSM2:SRF:ZNF117:POM121:KANK1:CKS2:ELF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GENTILE_UV_HIGH_DOSE_DN
Chemical_and_Genetic_pertubation	NUTT_GBM_VS_AO_GLIOMA_DN	46	13	0.0014603489850039657	0.03236290166767178	PPIF:EIF3F:PDHX:YIF1A:RPL36AL:RPL4:RPL23A:OLIG2:RPL24:GRIK2:RPS20:UQCRB:RPS6	http://www.gsea-msigdb.org/gsea/msigdb/cards/NUTT_GBM_VS_AO_GLIOMA_DN
Chemical_and_Genetic_pertubation	AMIT_EGF_RESPONSE_240_MCF10A	21	8	0.001473256462398951	0.03243128559227557	GPN2:GABPB1:HERPUD1:SLC7A11:TUBB2A:STK17A:INSIG1:DUSP4	http://www.gsea-msigdb.org/gsea/msigdb/cards/AMIT_EGF_RESPONSE_240_MCF10A
Chemical_and_Genetic_pertubation	DIRMEIER_LMP1_RESPONSE_EARLY	63	16	0.0015393351210073072	0.03366148721566972	SLAMF1:DUSP5:NFKBIA:HERPUD1:TRAF4:CCL4:GADD45B:RPS16:RPS9:SIAH2:EGR1:EEF1A1:ACTB:PIK3CG:INSIG1:TRAF1	http://www.gsea-msigdb.org/gsea/msigdb/cards/DIRMEIER_LMP1_RESPONSE_EARLY
Chemical_and_Genetic_pertubation	PODAR_RESPONSE_TO_ADAPHOSTIN_UP	150	30	0.0015496668546757483	0.033664473382495536	DNAJB4:IER5:DUSP5:SLC3A2:NEAT1:TUBA1A:NAP1L1:MGAT2:CHAC1:C16orf72:ZNF267:HEXIM1:CEBPG:BBC3:ID2:OSER1:BACH1:RAP2B:SLC7A11:IL15:GLRX:TUBB2A:HSPA1B:VEGFA:PNRC1:TES:TMEM140:ZBTB43:ARMCX3:CLIC2	http://www.gsea-msigdb.org/gsea/msigdb/cards/PODAR_RESPONSE_TO_ADAPHOSTIN_UP
Chemical_and_Genetic_pertubation	DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	118	25	0.0016040683615523139	0.03461852111010288	PSMB2:UQCRH:S100A4:FMO1:PRDX6:LBR:ZBTB18:GAPDH:PSMA6:EIF2S1:FBXL22:RPL4:PDPK1:PDPK2:EIF4A1:MX2:RPL15:RPL29:PARM1:HMGB2:AP3S1:PKIA:EEF1D:RPS6:TXN:EIF2S3	http://www.gsea-msigdb.org/gsea/msigdb/cards/DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2
Chemical_and_Genetic_pertubation	FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN	87	20	0.0016263372551937692	0.03465753090704324	PSMB2:S100A4:PRDX6:LBR:GAPDH:PSMA6:SORD:DUT:C1QBP:STRA13:SLC1A5:PCNA:UBE2C:MX2:HADH:HMGB2:AP3S1:HINT1:EEF1D:TXN	http://www.gsea-msigdb.org/gsea/msigdb/cards/FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN
Chemical_and_Genetic_pertubation	GENTILE_RESPONSE_CLUSTER_D3	52	14	0.001629509574917222	0.03465753090704324	E2F2:SLC25A44:BNIP2:CDR2:HERPUD1:NR2F6:SERTAD2:CRKL:SIAH2:TIPARP:TNFAIP8:POM121:CKS2:ELF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GENTILE_RESPONSE_CLUSTER_D3
Chemical_and_Genetic_pertubation	DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN	9	5	0.0016373636648996806	0.03465753090704324	E2F2:DUSP5:GAPDH:EIF4A1:ACTB	http://www.gsea-msigdb.org/gsea/msigdb/cards/DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN
Chemical_and_Genetic_pertubation	LEE_EARLY_T_LYMPHOCYTE_DN	58	15	0.0017539727308870559	0.03688928635279655	AGMAT:S1PR1:IFITM2:CD27:FOXO1:CYLD:CCR7:ID2:TUBA4A:BTLA:HLA-F:HLA-A:HLA-B:HCP5:STK17A	http://www.gsea-msigdb.org/gsea/msigdb/cards/LEE_EARLY_T_LYMPHOCYTE_DN
Chemical_and_Genetic_pertubation	BOUDOUKHA_BOUND_BY_IGF2BP2	100	22	0.0017955762093217254	0.03752526989354644	SRSF10:LBR:CISD1:RRP8:FAU:DYNLL1:ATP6V0C:RPS15:RPS16:PCBP1:VAMP8:UNC50:ROMO1:SMIM14:COX7C:HSPA1B:C6orf226:ABRACL:LSM5:TRIP6:RPS4X:TIMM8A	http://www.gsea-msigdb.org/gsea/msigdb/cards/BOUDOUKHA_BOUND_BY_IGF2BP2
Chemical_and_Genetic_pertubation	PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN	145	29	0.001836366559001092	0.03793782754451265	LEPROT:ZNHIT6:SH3GLB1:TROVE2:RAB11FIP2:DNAJC24:TAF1D:FUT4:NAP1L1:CGRRF1:GCH1:SEPHS2:APRT:ID2:CEBPZ:CDC42EP3:SLC5A3:SLC5A3:RYBP:GTPBP8:HNRNPDL:ATG12:TNFAIP8:MSX2:EEF1E1:C6orf120:NAA38:UQCRB:GCNT1:CETN2	http://www.gsea-msigdb.org/gsea/msigdb/cards/PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN
Chemical_and_Genetic_pertubation	SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	64	16	0.0018382957017328964	0.03793782754451265	DUSP5:SIRT3:C11orf24:MNAT1:GNG7:GLS:ST6GAL1:PPP1R2:CD38:PAICS:SUB1:ELL2:TXNDC5:UBE2J1:TRAM1:TAF9B	http://www.gsea-msigdb.org/gsea/msigdb/cards/SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL
Chemical_and_Genetic_pertubation	WANG_LMO4_TARGETS_UP	354	59	0.0018934310827428593	0.0388329778584902	SRSF4:SLC2A1:HSPB11:ZNF326:MAN1A2:S100A13:GAS5:SNORD60:LPGAT1:H3F3A:SNORD60:APIP:KBTBD4:KBTBD4:NEAT1:ETV6:TUBA1A:NAP1L1:HMGB1:CFL2:MAX:ARG2:C16orf13:SNORD60:NUDT21:RAD51D:MRPL10:DYNLL2:PRR11:PRKAR1A:STRA13:SMIM7:CEBPA:FBXO46:ZFP36L2:RHOQ:PCYOX1:DBI:ASNSD1:NABP1:LRRFIP1:MRPS25:CCDC14:TIPARP:SUB1:FAM174A:LYRM7:KIAA0141:UBTD2:CMAHP:PM20D2:NT5DC1:TMEM106B:CBX3:LSM5:RSBN1L:CPSF4:AGPAT5:PCMTD1:UQCRB:NEK6:ZXDB	http://www.gsea-msigdb.org/gsea/msigdb/cards/WANG_LMO4_TARGETS_UP
Chemical_and_Genetic_pertubation	ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	82	19	0.0019052131961965401	0.03883341959161096	TNFRSF14:MR1:FAIM3:RP1-28O10.1:MPEG1:NEAT1:UCP2:CD27:GLIPR1:ZNF594:CD37:KLK1:ID2:STK17B:MXD4:HLA-DOB:TP53INP1:KB-431C1.4:IDS:IDS	http://www.gsea-msigdb.org/gsea/msigdb/cards/ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP
Chemical_and_Genetic_pertubation	THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN	227	41	0.001997511393447631	0.04046492405622133	SRSF4:MYCBP:TROVE2:LBR:ITPKB:GDI2:CELF2:VIM:PRDX3:LSP1:HTATIP2:PPP1CA:SLC25A3:LSP1:FOXO1:CALM1:RBL2:LASP1:SRSF1:PRKAR1A:UQCR11:UQCR11:OAZ1:ICAM3:ZFP36L2:GCA:TUBA4A:LRRFIP1:FKBP1A:ZNF217:ITGB2:TWF2:MBD4:TLR1:TLR6:HMGB2:ST8SIA4:TRIM27:TBCC:TBPL1:ARPC1B:FOXO4:IDS:IDS	http://www.gsea-msigdb.org/gsea/msigdb/cards/THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN
Chemical_and_Genetic_pertubation	CHANDRAN_METASTASIS_TOP50_UP	37	11	0.002131488237221003	0.04265560096547729	AK4:IRF2BP2:SUV420H1:PCBP2:NUFIP2:UGT2B15:RALA:METTL2B:NOL8:SDCCAG3:AR	http://www.gsea-msigdb.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_TOP50_UP
Chemical_and_Genetic_pertubation	TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_DN	37	11	0.002131488237221003	0.04265560096547729	LPGAT1:RHOG:CXCR5:GCH1:IRF8:LYL1:CD37:MOB1A:RHOH:HLA-DMB:ELF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_DN
